compra_renta,tipo,precio,superficie,municipio,recamaras,banios,publicado,sitio
Renta, Casa en Renta Calzadas de Anáhuac ,MX$17.000,," General Escobedo, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Vivanuncios
Renta, Departamento en RENTA equipado en buena zona de Monterrey ,MX$11.000,  100 m² ," 64520, Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 26 días,Vivanuncios
Renta, Renta Paraje Anáhuac ,MX$12.000,  146 m² ," General Escobedo, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 3 días,Lamudi
Renta, Renta De Local Zona Sur Frente Al Tec ,MX$17.000,  65 m² ," Roma, Monterrey, Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta De Edificio Mitras Centro ,MX$160.000,  2.600 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Local Comercial En Renta Sobre Carretera Nacional Plaza La Toscana O Plaza Remax ,MX$15.600,  45 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta De Local Centro De Monterrey ,MX$34.450,  106 m² ," Monterrey, Nuevo León ",,,Hace 28 días,Lamudi
Renta, Departamento Torre Miravalle ,MX$35.000,," 64640, Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Impecable Casa En Privada En Puerta De Hierro En Renta $22,000 ",MX$22.000,  215 m² ," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Lamudi
Renta, Ofrezco Renta Bodega Topo Chico ,MX$130.000,  1.647 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta De Casa En Contry ,MX$33.000,  500 m² ," Monterrey, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 9 días,Lamudi
Renta, Estudio Habitación Amueblado Sin Aval Y Sin Deposito En Zona Lindavista ,MX$12.500,  72 m² ," Guadalupe, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Lamudi
Renta, Departamentos Renta San Pedro Garza García 62-DR-1844 ,MX$18.000,," 66224, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 4 días,Vivanuncios
Renta, Renta De Amplio Local En Avenida Colón 1501 ,MX$21.500,  600 m² ," Monterrey, Nuevo León ",,,Hace 21 días,Lamudi
Renta, Bodegasenrentaenvilla Castello ,MX$86.615,  1.019 m² ," General Escobedo, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Nave Industrial En Renta Santa Catarina, N. L. 2,304 M2 ",MX$261.880,  2.304 m² ," Santa Catarina, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Bodega Industrial En Renta En Trabajadores En Santa Catarina ,MX$160.594,  1.784 m² ," Santa Catarina, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa en renta mitras centro monterrey ,MX$44.000,," 64600, Monterrey, Nuevo León ",  4 Rec. ,  4 Baños ,Hace +1 año,Vivanuncios
Renta, Lz renta de casa en privalia huinala ,MX$7.500,  67 m² ," 66646, Apodaca, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Nave Industrial En Renta Apodaca Desde 750 M2 ,MX$62.560,  750 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina En Renta Valle Ote Torre Koi ,MX$48.250,  100 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casas Renta García Zona Cumbres 24-CR-6794 ,MX$13.600,  7 m² ," 66036, García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, 444329 casa en renta en col. Cerradas de santa rosa en apodaca ,MX$12.000,," 66632, Apodaca, Nuevo León ",  3 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Loft Amueblado Monte Capitolio ,MX$18.000,  31 m² ," San Pedro Garza García, Nuevo León ",,  1 Baños ,Hace +30 días,Lamudi
Renta, Bodega En Renta De 3050 Metros En Parque Industrial Apodaca Nuevo Leon ,MX$234.850,  3.050 m² ," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Terreno En Renta De 6400 Metros Carretera Monterrey Laredo Ciénega De Flores Nuevo León ,MX$90.000,," Ciénega de Flores, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Casa en Renta en Real del Valle, Santa Catarina, Nuevo León en Sector privado ",MX$10.500,  147 m² ," Santa Catarina, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Casa nueva en RENTA Cumbres Jade, Monterrey, Nuevo León ",MX$17.000,," 64346, Monterrey, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 26 días,Vivanuncios
Renta, 436969 departamento en renta en col. Fuentes de anahuac en san nicolas de los g ,MX$12.500,," 66444, San Nicolás de los Garza, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Casas Renta Monterrey Zona Cumbres 27-CR-4489 ,MX$13.500,  8 m² ," 64346, Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Departamentos Renta San Pedro Garza García 62-DR-1899 ,MX$38.000,," 66260, San Pedro Garza García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 5 días,Vivanuncios
Renta, Casa en renta en Cumbres Escondido ,MX$21.000,," 64619, Monterrey, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 16 días,Vivanuncios
Renta," Nave Industrial En Renta En Apodaca, N. L. 1,230 M2 ",MX$105.903,  1.230 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa Renta En Apodaca Almeria ,MX$13.500,  209 m² ," Apodaca, Nuevo León ",  4 Rec. ,  2 Baños ,Hace +30 días,Lamudi
Renta, Casa en renta en col. Moretta en monterrey ,MX$20.700,," 64997, Monterrey, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 12 días,Vivanuncios
Renta, Departamento en renta fuentes del valle zona san pedro garza garcía ,MX$18.000,," San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Renta de departamento en Guadalupe ,MX$12.500,  58 m² ," Guadalupe, Nuevo León ",  2 Rec. ,  1 Baños ,Hace 11 días,Vivanuncios
Renta," Renta De Bodega Con Oficinas 350m2, Cumbres, Urdiales ",MX$39.000,  350 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina En Renta En Cumbres ,MX$60.000,," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa En Renta En Real Del Valle Santa Catarina N. L ,MX$13.500,  180 m² ," Santa Catarina, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 2 días,Lamudi
Renta, Oficina En Renta En Santa María En Monterrey ,MX$103.845,  301 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa Renta Las Lomas ,MX$12.000,," García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 2 días,Lamudi
Renta, Casa en renta pet friendly cerradas de cumbres monterrey ,MX$14.600,," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 12 días,Vivanuncios
Renta, Departamentos Renta Santa Catarina Zona Santa Catarina 06-DR-6314 ,MX$34.000,," 66354, Santa Catarina, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Renta De Amplia Oficina En Monterrey, Sector Valle Oriente ",MX$36.500,  120 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina Residencial San Agustin ,MX$116.000,  330 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Bodega En Renta Av. Benito Juárez, Gpe ",MX$95.000,  1.000 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casas Renta San Pedro Garza García Zona Valle 33-CR-722 ,MX$95.000,  25 m² ," 66220, San Pedro Garza García, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Vivanuncios
Renta, Excelente Casa En Renta En Privalia Cumbres ,MX$15.500,  141 m² ," García, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 17 días,Lamudi
Renta, Casa en Privada ,MX$20.000,  270 m² ," 64349, Monterrey, Nuevo León ",  3 Rec. ,  4 Baños ,Hace 24 días,Vivanuncios
Renta," Renta de casa en katavia residencial, apodaca, nl (fraccionamiento privado) ",MX$14.000,," 66606, Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Bodega En Santa Catarina ,MX$45.000,  824 m² ," Santa Catarina, Nuevo León ",,,Hace 3 días,Lamudi
Renta, Departamentos Renta Monterrey Zona Cumbres 40-DR-6748 ,MX$18.500,," 66430, Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Bodega Aaa En Renta En Parque Industrial De 1700 Metros Cerca Del Aeropuerto Apodaca Nuevo Leon ,MX$178.500,," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Local Comercial En Renta De 793 Metros Carr Apodaca Juarez Apodaca Nuevo Leon ,MX$159.408,  793 m² ," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Departamento en Renta, Monterrey, Nuevo León ",MX$29.500,  115 m² ," 64920, Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 17 días,Vivanuncios
Renta, Local En Renta De 549 Metros En Plaza Comercial Frente A Avenida Escobedo Nuevo Leon ,MX$110.035,  549 m² ," General Escobedo, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Renta Local Cumbres 1er Sector. Monterrey ,MX$12.000,  47 m² ," Monterrey, Nuevo León ",,,Hace 28 días,Lamudi
Renta," Casa en Renta, Privadas Lindora, Escobedo N. L ",MX$14.500,  180 m² ," 66059, General Escobedo, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 11 días,Vivanuncios
Renta, Renta De Casa En Col. Puerta De Anáhuac En Escobedo ,MX$13.000,," General Escobedo, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Lamudi
Renta, Casas Renta Allende Zona Sur 40-CR-6747 ,MX$24.000,  10 m² ," 67350, Allende, Nuevo León ",  3 Rec. ,  3 Baños ,Hace +30 días,Vivanuncios
Renta, Departamentos Renta San Pedro Garza García Zona Valle 27-DR-4454 ,MX$25.500,," 66260, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Departamentos Renta Monterrey Zona Centro 01-DR-11626 ,MX$13.500,," 64040, Monterrey, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 20 días,Vivanuncios
Renta," Renta de departamento de lujo en san pedro garza garcia, nl ",MX$65.000,," 66266, San Pedro Garza García, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Departamento en renta, arena vive; zona centro ",MX$25.000,  70 m² ," 64580, Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 19 días,Vivanuncios
Renta, Local Comercial Spgg ,MX$31.500,  75 m² ," San Pedro Garza García, Nuevo León ",,,Hace 8 días,Lamudi
Renta, Oficina En Renta En San Jerónimo En Monterrey ,MX$237.660,  699 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casas Renta Apodaca Zona Apodaca 33-CR-273 ,MX$20.000,  9 m² ," 66600, Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +1 año,Vivanuncios
Renta, Oficinas En Renta / Plaza Antalya ,MX$17.400,  145 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Nave Industrial Renta Apodaca 7,200m2 ",,  7.200 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamento en Crystal Lagoons para ejecutivo en Renta Apodaca N. L ,MX$20.000,  80 m² ," 66600, Apodaca, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 16 días,Vivanuncios
Renta, Departamentos Renta Monterrey Zona San Jerónimo 27-DR-3770 ,MX$23.000,," 64630, Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Oficina En Renta En Valle Oriente En San Pedro Garza García ,MX$143.102,  340 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Casa en renta col. Reserva san francisco, apodaca, n. L ",MX$12.500,," 66604, Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Local En Renta En El Sur De Monterrey, Plaza Covarrubias ",MX$17.000,  45 m² ," La Primavera, Galeana, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina En Renta En Edificio Europlaza ,MX$25.000,  121 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Localesenrentaenburócratas Federales ,MX$20.000,  120 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa En Renta Cumbres ,MX$13.000,  130 m² ," García, Nuevo León ",  3 Rec. ,  4 Baños ,Hace +30 días,Lamudi
Renta," Renta De Bodega, Cumbres Col. Zapata 450m2 ",MX$45.000,," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Rz renta de departamento en san pedro ,MX$25.000,  60 m² ," 66224, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 10 días,Vivanuncios
Renta, Oficina En Renta En Santa María En Monterrey ,MX$94.805,  283 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta De Bodega En Centro De Monterrey ,MX$80.000,  700 m² ," Monterrey, Nuevo León ",,,Hace 16 días,Lamudi
Renta, Bodega En Renta Independencia Monterrey Nuevo Leon ,MX$41.500,  460 m² ," Monterrey, Nuevo León ",,,Hace 29 días,Lamudi
Renta, Oficina En Renta De 52 Metros San Pedro Nuevo León ,MX$18.550,," San Pedro Garza García, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Terreno Industrial En Renta En Santa Catarina, Nuevo León ",MX$141.579,," Santa Catarina, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Terreno En Renta De 5000 Metros Frente A Carretera Monterrey Saltillo Santa Catarina Nuevo Leon ,MX$130.000,," Santa Catarina, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Terreno En Renta De Col Coyoacan De 1325 Mts ,MX$29.000,," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Terreno Comercial En Renta En Santiago, El Yerbaniz – 7447 ",,," Santiago, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Casa en Renta en Jardines de San Patricio, Apodaca ",MX$9.800,," 66647, Apodaca, Nuevo León ",  3 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Departamento Amueblado En Renta En Kalah En Spgg ,MX$32.500,  110 m² ," San Pedro Garza García, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +30 días,Lamudi
Renta, Casa en renta cerradas de cumbres ,MX$12.500,," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +1 año,Vivanuncios
Renta, Terreno Guadalupe ,MX$125.000,," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Bodega en renta en Carretera Miguel Aleman km 38 Marin ,MX$50.000,," 66700, Marín, Nuevo León ",,  2 Baños ,Hace +1 año,Vivanuncios
Renta," Local Comercial En Renta, Linda Vista, Ave. Miguel Alemán De Alto Flujo ",MX$12.000,  130 m² ," Guadalupe, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Casa En Renta Con Uso De Suelo Para Oficina, Kinder O Guarderia, Monterrey, Nl ",MX$75.000,  1.400 m² ," Monterrey, Nuevo León ",  8 Rec. ,  4 Baños ,Hace 23 días,Lamudi
Renta," Renta De Oficinas En San Jeronimo, Monterrey, Nivel Ejecutivo ",MX$17.000,  154 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa en renta rincón de la sierra dominio cumbres ,MX$15.000,," 66036, García, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 9 días,Vivanuncios
Renta, Bodega Comercial San Nicolas ,MX$280.000,  2.600 m² ," San Nicolás de los Garza, Nuevo León ",,,Hace 23 días,Lamudi
Renta, Departamentos Renta San Pedro Garza García Zona Valle 62-DR-1842 ,MX$17.500,," 66224, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 4 días,Vivanuncios
Renta," Casa Amueblada y Equipada para Empresas, Dream Lagoons Apodaca NL ",MX$17.500,  160 m² ," 66604, Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Local En Renta En Torre De Departamentos. Puede Usarse De Oficina También ,MX$13.000,  35 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina En Renta En Valle Oriente En San Pedro Garza García ,MX$441.055,  882 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Local En Renta En Cumbres En García ,MX$15.730,  40 m² ," García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Local En Renta En San Pedro ,MX$75.000,  165 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina Santa María ,MX$25.000,  100 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamentos Renta San Nicolás de los Garza Zona San Nicolas 40-DR-4576 ,MX$9.500,," 66470, San Nicolás de los Garza, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +1 año,Vivanuncios
Renta, Oficinasenrentaenmonterrey Centro ,MX$16.000,  200 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa en Renta Semiamueblada Residencial Santa Sofia Apodaca ,MX$10.400,," 66646, Apodaca, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 8 días,Vivanuncios
Renta, Casa en renta en palo blanco ,MX$35.000,  300 m² ," San Pedro Garza García, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 15 días,Vivanuncios
Renta, Departamento - San Nicolás de los Garza ,MX$15.000,," San Nicolás de los Garza, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 17 días,Vivanuncios
Renta, Departamento en renta en torre valle de san angel ,MX$160.000,  419 m² ," San Pedro Garza García, Nuevo León ",  3 Rec. ,  4 Baños ,Hace +30 días,Vivanuncios
Renta, Bodega En Renta De 4640 Metros Frente A Carretera Salinas Victoria Nuevo León ,MX$232.000,," Salinas Victoria, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Bodega En Renta De 1920 Metros En Parque Industrial Apodaca Nuevo León ,MX$163.200,," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Terreno Industrial En Renta De 7277 Metros En Escobedo Nuevo Leon ,MX$138.263,," General Escobedo, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Departamento en Renta, San Pedro Garza García, Nuevo León ",MX$29.380,  100 m² ," 66278, San Pedro Garza García, Nuevo León ",  2 Rec. ,  1 Baños ,Hace 5 días,Vivanuncios
Renta, Casa - Las Lomas Sector Bosques ,MX$13.000,," García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Oficinas En Renta Valle Ote. Torre Martel ,MX$92.770,  225 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa En Renta En Vistalta ,MX$28.000,  300 m² ," Monterrey, Nuevo León ",  3 Rec. ,  6 Baños ,Hace 15 días,Lamudi
Renta," Nave Industrial Renta Apodaca 5,400m2 ",,  5.400 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamentos Renta Guadalupe Zona Guadalupe 40-DR-6144 ,MX$18.000,," 67126, Guadalupe, Nuevo León ",  2 Rec. ,  2 Baños ,Hace +1 año,Vivanuncios
Renta, Oficina En Renta En Santa María En Monterrey ,MX$431.815,  1.289 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamento tipo loft en renta fuentes del valle zona san pedro garza garcía ,MX$18.000,," San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta, Penthouse Amueblado En Renta En Valle Oriente ,MX$56.000,  200 m² ," San Pedro Garza García, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 9 días,Lamudi
Renta, Terreno Industrial En Renta ,MX$161.000,," García, Nuevo León ",,,Hace 15 días,Lamudi
Renta, Local En Renta Restaurante Carretera Nacional ,MX$51.650,  106 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta Local Comercial Centro De San Nicolas ,MX$48.000,  85 m² ," San Nicolás de los Garza, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Casa Renta en Fraccionamiento Privado Cerradas de Casa Blanca, San Nicolas ",MX$14.500,," 66478, San Nicolás de los Garza, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Casa en Renta Amueblada Santoral 4 habitaciones, García ",MX$23.000,  253 m² ," 66036, García, Nuevo León ",  4 Rec. ,  5 Baños ,Hace +30 días,Vivanuncios
Renta, Casa En Renta En Cumbre Elite ,MX$18.500,," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 9 días,Lamudi
Renta, Estupendo loft amueblado para ejecutiv@ ,MX$14.000,," San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace +30 días,Vivanuncios
Renta," Loft En Renta En San Pedro, Garza García ",MX$19.500,  65 m² ," San Pedro Garza García, Nuevo León ",,  1 Baños ,Hace +30 días,Lamudi
Renta, Local Renta Plaza Comercial Escobedo ,,  490 m² ," General Escobedo, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Renta Casa Paseo de Cumbres ,MX$16.500,  192 m² ," 64346, Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +1 año,Vivanuncios
Renta," Oficina En Renta, Col. La Fama. Santa Catarina ",MX$27.000,  140 m² ," Santa Catarina, Nuevo León ",,,Hace 28 días,Lamudi
Renta," Local En Valle Oriente, San Pedro Garza Garcia ",MX$80.000,  200 m² ," San Pedro Garza García, Nuevo León ",,,Hace 27 días,Lamudi
Renta," Terreno Comercial En Renta, Cienega De Flores. Centro ",MX$50.000,," Ciénega de Flores, Nuevo León ",,,Hace 9 días,Lamudi
Renta, Local En Renta En Cumbres En García ,MX$31.460,  80 m² ," García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Penthouse en renta en Col. Brisas ,MX$25.000,," 64780, Monterrey, Nuevo León ",  3 Rec. ,  4 Baños ,Hace +30 días,Vivanuncios
Renta," Departamento en renta completamente amueblado en bosques de la pastora, gpe, nl ",MX$15.000,," Guadalupe, Nuevo León ",  3 Rec. ,  2 Baños ,Hace 8 días,Vivanuncios
Renta, Casa En Renta Hacienda Mitras Av Leones ,MX$18.000,," Monterrey, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 13 días,Lamudi
Renta," Departamento en Renta, Monterrey, Nuevo León ",MX$29.800,  1.000 m² ," 64000, Monterrey, Nuevo León ",  2 Rec. ,  2 Baños ,Hace 5 días,Vivanuncios
Renta, Bodega En Renta De 6100 Metros En Parque Industrial Apodaca Nuevo León ,MX$346.500,," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta," Bodega En Renta De 2,898 Metros En Ciénega De Flores Nuevo León ",MX$200.000,  2.898 m² ," Ciénega de Flores, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Terreno En Renta De 1600 Metros Avenida Frente A Avenida Del Telefono Huinala Apodaca Nuevo Leon ,MX$96.000,," Apodaca, Nuevo León ",,,Hace 17 días,Lamudi
Renta, Oficinasenrentaenhacienda De La Sierra ,MX$50.000,  211 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Suites individuales equipadas en renta en fuentes del valle ,MX$17.000,  31 m² ," 66220, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 25 días,Vivanuncios
Renta, Bodega Nueva En Renta En Juarez N. L ,MX$18.000,  265 m² ," Juárez, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Locales Comerciales En Venta, Apodaca ",,  78 m² ," Apodaca, Nuevo León ",,,Hace 28 días,Lamudi
Renta, Suites amuebladas en renta en fuentes del valle ,MX$17.500,  31 m² ," 66220, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 25 días,Vivanuncios
Renta, Local En Renta En Plaza Nave 01 Apodaca Nl ,MX$84.000,  336 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Departamentosenrentaenloma Larga ,MX$13.000,  114 m² ," Monterrey, Nuevo León ",  2 Rec. ,  1 Baños ,Hace +30 días,Lamudi
Renta," Casa en venta/ renta, La TOSCANA, Dominio Cumbres. N.L ",MX$15.000,  124 m² ," García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Casa Renta En Centrika Centro Mty ,MX$14.500,  125 m² ," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Lamudi
Renta," Nave Industrial En Santa Rosa, Apodaca N. L ",MX$310.000,  4.350 m² ," Apodaca, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Oficina Renta Valle ,MX$151.670,  321 m² ," San Pedro Garza García, Nuevo León ",,,Hace 29 días,Lamudi
Renta, Casas Renta San Pedro Garza García Zona Valle 40-CR-6484 ,MX$120.000,  15 m² ," 66220, San Pedro Garza García, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 17 días,Vivanuncios
Renta, Corporativo Vo Torre Tevo ,,  908 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta," Terreno En Renta En El Uro, Monterrey, N. L. 5073 ",,," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Localesenrentaencumbres 4to. Sector ,MX$13.970,  54 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Local Comercial En Renta En Col. Colorines San Pedro G ,,  80 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Bodegasenrentaencerradas De Casa Blanca ,,  9.072 m² ," San Nicolás de los Garza, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Casa en renta cerca valle verde los cedros monterrey ,MX$30.000,," Monterrey, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta, Renta Oficina Corporativo Las Torres ,MX$45.000,  195 m² ," San Pedro Garza García, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Bodega Industrial En Renta En Puerta Del Sol En Santa Catarina ,MX$105.080,  1.194 m² ," Santa Catarina, Nuevo León ",,,Hace +30 días,Lamudi
Renta, Consultorio En Renta En Cumbres ,MX$11.500,  10 m² ," Monterrey, Nuevo León ",,,Hace +30 días,Lamudi
Renta, 436972 casa en renta en colonia cumbres la joya en monterrey ,MX$16.500,," 64610, Monterrey, Nuevo León ",  1 Rec. ,  4 Baños ,Hace +30 días,Vivanuncios
Renta, Casa en renta por dominio cumbres privalia cumbres garcia ,MX$16.000,," García, Nuevo León ",  3 Rec. ,  2 Baños ,Hace +30 días,Vivanuncios
Renta," Casa en Renta Apodaca 3 recamaras, colonia privada, no acepta mascotas ",MX$13.000,," 66632, Apodaca, Nuevo León ",  3 Rec. ,  3 Baños ,Hace 10 días,Vivanuncios
Renta, Rz renta de suite en san pedro ,MX$17.500,  28 m² ," 66224, San Pedro Garza García, Nuevo León ",  1 Rec. ,  1 Baños ,Hace 10 días,Vivanuncios
Renta," Terreno Renta 10,000 Metros Santa Catarina Nuevo Leon ",MX$225.000,," Santa Catarina, Nuevo León ",,,Hace 17 días,Lamudi
